単語帳OK,着画含めてOK,最終ステータス,販売ステータス,元品番,カラーCD,品番,PB,ブランド名（カナ）,カラー名（カナ）,装用期間（英語）,上代（税込）,入数,最大度数,DIA（半角英数）,G・DIA（半角英数）,BC（半角英数）,含水率,レンズ機能,,メイン背景色,バンドル画像,サムネ画像,レンズ画像,装用画像（黒目）,装用画像（茶目）,サムネマスター,レンズマスター,度なし（±0.00）,バンドル,コメント（列幅からはみ出ないように）幅290,"発注数
-10.00/-9.00/-8.00/-6.00は12枚、
それ以外は8枚","ランキングコーナーに入れるもの
サムネのみ12cm×12cmで印刷 / 商品カード＋6枚",_row_number,reason
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,988,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,989,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,990,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,991,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,992,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,993,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,994,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,995,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,996,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,997,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,998,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,999,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1000,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1001,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1002,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1003,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1004,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1005,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1006,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1007,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1008,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1009,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1010,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1011,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1012,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1013,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1014,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1015,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1016,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1017,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1018,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1019,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1020,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1021,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1022,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1023,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1024,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1025,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1026,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1027,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1028,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1029,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1030,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1031,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1032,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1033,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1034,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1035,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1036,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1037,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1038,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1039,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1040,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1041,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1042,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1043,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1044,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1045,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1046,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1047,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1048,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1049,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1050,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1051,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1052,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1053,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1054,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1055,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1056,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1057,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1058,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1059,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1060,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1061,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1062,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1063,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1064,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1065,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1066,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1067,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1068,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1069,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1070,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1071,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1072,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1073,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1074,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1075,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1076,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1077,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1078,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1079,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1080,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1081,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1082,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1083,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1084,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1085,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1086,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1087,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1088,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1089,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1090,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1091,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1092,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1093,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1094,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1095,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1096,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1097,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1098,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1099,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1100,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1101,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1102,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1103,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1104,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1105,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1106,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1107,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1108,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1109,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1110,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1111,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1112,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1113,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1114,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1115,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1116,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1117,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1118,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1119,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1120,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1121,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1122,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1123,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1124,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1125,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,1126,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1127,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1128,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1129,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1130,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1131,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1132,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1133,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1134,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1135,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1136,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1137,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1138,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1139,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1140,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1141,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1142,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1143,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1144,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1145,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1146,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1147,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1148,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1149,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1150,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1151,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1152,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1153,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1154,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1155,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1156,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1157,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1158,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1159,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1160,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1161,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1162,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1163,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1164,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1165,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1166,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1167,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1168,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1169,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1170,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1171,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1172,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1173,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1174,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1175,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1176,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1177,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1178,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1179,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1180,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1181,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1182,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1183,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1184,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1185,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1186,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1187,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1188,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1189,missing_required
